,Variable Name,Description,Type,Code=Value,Source File
225,confide1,SUFFICIENT CONTACT WITH SOMEONE YOU CAN CONFIDE IN,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam1
226,uf1fire1,UNFAIRLY FIRED OR DENIED A PROMOTION,NUMERIC,0=NO; 1=YES,Exam1
227,uf2fire1,"UNFAIRLY FIRED OR DENIED A PROMOTION, REASON",NUMERIC,1=RACE OR ETHNICITY; 2=GENDER; 3=AGE; 4=RELIGION; 5=PHYSICAL APPEARANCE; 6=SEXUAL ORIENTATION; 7=INCOME/SOCIAL CLASS; 8=OTHER,Exam1
228,uf3fire1,"UNFAIRLY FIRED OR DENIED A PROMOTION, DURING LAST 12 MONTHS",NUMERIC,0=NO; 1=YES,Exam1
229,uf1hire1,UNFAIRLY NOT HIRED FOR A JOB,NUMERIC,0=NO; 1=YES,Exam1
230,uf2hire1,"UNFAIRLY NOT HIRED, REASON",NUMERIC,1=RACE OR ETHNICITY; 2=GENDER; 3=AGE; 4=RELIGION; 5=PHYSICAL APPEARANCE; 6=SEXUAL ORIENTATION; 7=INCOME/SOCIAL CLASS; 8=OTHER,Exam1
231,uf3hire1,"UNFAIRLY NOT HIRED, DURING LAST 12 MONTHS",NUMERIC,0=NO; 1=YES,Exam1
232,uf1stop1,TREATED UNFAIRLY BY THE POLICE,NUMERIC,0=NO; 1=YES,Exam1
233,uf2stop1,"TREATED UNFAIRLY BY THE POLICE, REASON",NUMERIC,1=RACE OR ETHNICITY; 2=GENDER; 3=AGE; 4=RELIGION; 5=PHYSICAL APPEARANCE; 6=SEXUAL ORIENTATION; 7=INCOME/SOCIAL CLASS; 8=OTHER,Exam1
234,uf3stop1,"TREATED UNFAIRLY BY THE POLICE, DURING LAST 12 MONTHS",NUMERIC,0=NO; 1=YES,Exam1
235,uf1educ1,UNFAIRLY DISCOURAGED BY A TEACHER FROM CONTINUING EDUCATION,NUMERIC,0=NO; 1=YES,Exam1
236,uf2educ1,"UNFAIRLY DISCOURAGED BY A TEACHER, REASON",NUMERIC,1=RACE OR ETHNICITY; 2=GENDER; 3=AGE; 4=RELIGION; 5=PHYSICAL APPEARANCE; 6=SEXUAL ORIENTATION; 7=INCOME/SOCIAL CLASS; 8=OTHER,Exam1
237,uf3educ1,"UNFAIRLY DISCOURAGED BY A TEACHER, DURING LAST 12 MONTHS",NUMERIC,0=NO; 1=YES,Exam1
238,uf1move1,UNFAIRLY PREVENTED FROM MOVING INTO A NEIGHBORHOOD,NUMERIC,0=NO; 1=YES,Exam1
239,uf2move1,"UNFAIRLY PREVENTED FROM MOVING, REASON",NUMERIC,1=RACE OR ETHNICITY; 2=GENDER; 3=AGE; 4=RELIGION; 5=PHYSICAL APPEARANCE; 6=SEXUAL ORIENTATION; 7=INCOME/SOCIAL CLASS; 8=OTHER,Exam1
240,uf3move1,"UNFAIRLY PREVENTED FROM MOVING, DURING LAST 12 MONTHS",NUMERIC,0=NO; 1=YES,Exam1
241,uf1nghb1,NEIGHBORS MADE LIFE DIFFICULT FOR YOU,NUMERIC,0=NO; 1=YES,Exam1
242,uf2nghb1,"NEIGHBORS MADE LIFE DIFFICULT, REASON",NUMERIC,1=RACE OR ETHNICITY; 2=GENDER; 3=AGE; 4=RELIGION; 5=PHYSICAL APPEARANCE; 6=SEXUAL ORIENTATION; 7=INCOME/SOCIAL CLASS; 8=OTHER,Exam1
243,curtesy1,TREATED WITH LESS COURTESY THAN OTHERS,NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
244,respect1,TREATED WITH LESS RESPECT THAN OTHERS,NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
245,service1,RECEIVE POORER SERVICE THAN OTHERS,NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
246,smart1,PEOPLE ACT AS IF YOU ARE NOT SMART,NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
247,afraid1,PEOPLE ACT AS IF THEY ARE AFRAID OF YOU,NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
248,dishon1,PEOPLE ACT AS IF YOU ARE DISHONEST,NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
249,better1,PEOPLE ACT AS IF THEY ARE BETTER THAN YOU,NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
250,insult1,YOU ARE CALLED NAMES OR INSULTED,NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
251,threat1,YOU ARE THREATENED OR HARASSED,NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
252,uf1resp1,"WHEN TREATED UNFAIRLY, WHAT DO YOU DO ABOUT IT",NUMERIC,1=ALMOST EVERY DAY; 2=AT LEAST ONCE A WEEK; 3=A FEW TIMES A MONTH; 4=A FEW TIMES A YEAR; 5=LESS THAN ONCE A YEAR; 6=NEVER,Exam1
253,uf2resp1,"WHEN TREATED UNFAIRLY, DO YOU TELL OTHERS",NUMERIC,1=TALK TO OTHERS ABOUT IT; 2=KEEP IT TO YOURSELF,Exam1
254,hlfadm1,QUESTIONNAIRE ADMINISTRATOR - HEALTH & LIFE,NUMERIC,1=SELF-ADMINISTERED; 2=INTERVIEWER-ADMINISTERED,Exam1
255,uf3nghb1,"NEIGHBORS MADE LIFE DIFFICULT, DURING LAST 12 MONTHS",NUMERIC,0=NO; 1=YES,Exam1
256,splang1c,SPIELBERGER TRAIT ANGER SCALE,NUMERIC,,Exam1
257,chrbur1c,CHRONIC BURDEN,NUMERIC,,Exam1
258,chrbu61c,"CHRONIC BURDEN, >6 MONTHS",NUMERIC,,Exam1
259,cesd1c,CENTER FOR EPIDEMIOLOGIC STUDIES - DEPRESSION SCALE,NUMERIC,,Exam1
260,emot1c,EMOTIONAL SOCIAL SUPPORT INDEX,NUMERIC,,Exam1
261,discrl1c,"PERCEIVED DISCRIMINATION, LIFETIME",NUMERIC,,Exam1
262,discry1c,"PERCEIVED DISCRIMINATION, PAST YEAR",NUMERIC,,Exam1
263,hassl1c,EVERYDAY HASSLES,NUMERIC,,Exam1
264,splanx1c,SPIELBERGER TRAIT ANXIETY SCALE,NUMERIC,,Exam1
265,maxcom1c,COMMON CAROTID INTIMAL-MEDIAL THICKNESS (mm),NUMERIC,,Exam1
266,maxint1c,INTERNAL CAROTID INTIMAL-MEDIAL THICKNESS (mm),NUMERIC,,Exam1
267,zmximt1c,Z SCORE MAXIMUM IMT,NUMERIC,,Exam1
268,rsurf1,RIGHT SURFACE,NUMERIC,0=SMOOTH; 1=MILDLY IRREGULAR; 2=MARKEDLY IRREGULAR; 3=ULCERATED; 6=NO LESION; 8=CAN'T TELL,Exam1
269,rmorph1,RIGHT MORPHOLOGY,NUMERIC,0=NO LESION; 1=HOMOGENEOUS; 2=HETEROGENEOUS; 8=CANNOT TELL,Exam1
270,rsten1,RIGHT STENOSIS,NUMERIC,1=1 - 24%; 2=25 - 49%; 3=50 - 74%; 4=75 - 99%; 5=100%; 6=NO LESION; 7=BAD IMAGE/NORMAL DOPPLER; 8=CAN'T TELL,Exam1
271,rloc1,RIGHT LOCATION,NUMERIC,0=NO LESION; 1=HOMOGENEOUS; 2=HETEROGENEOUS; 8=CANNOT TELL,Exam1
272,rdens1,RIGHT DENSITY,NUMERIC,0=NO LESION; 1=HOMOGENEOUS; 2=HETEROGENEOUS; 3=HYPERDENSE; 4=CALCIFIED; 8=CANNOT TELL,Exam1
273,lsurf1,LEFT SURFACE,NUMERIC,0=SMOOTH; 1=MILDLY IRREGULAR; 2=MARKEDLY IRREGULAR; 3=ULCERATED; 6=NO LESION; 8=CAN'T TELL,Exam1
274,lmorph1,LEFT MORPHOLOGY,NUMERIC,0=NO LESION; 1=HOMOGENEOUS; 2=HETEROGENEOUS; 8=CANNOT TELL,Exam1
275,lsten1,LEFT STENOSIS,NUMERIC,1=1 - 24%; 2=25 - 49%; 3=50 - 74%; 4=75 - 99%; 5=100%; 6=NO LESION; 7=BAD IMAGE/NORMAL DOPPLER; 8=CAN'T TELL,Exam1
276,lloc1,LEFT LOCATION,NUMERIC,0=NO LESION; 1=HOMOGENEOUS; 2=HETEROGENEOUS; 8=CANNOT TELL,Exam1
277,ldens1,LEFT DENSITY,NUMERIC,0=NO LESION; 1=HOMOGENEOUS; 2=HETEROGENEOUS; 3=ULCERATED; 4=CALCIFIED; 6=NO LESION; 8=CAN'T TELL,Exam1
278,maxstn1c,"MAXIMUM CAROTID STENOSIS, GRADED",NUMERIC,0=NO LESION; 1=1 - 24%; 2=25 - 49%; 3=50 - 74%; 4=75 - 99%; 5=100%,Exam1
279,maxsur1c,MAXIMUM SURFACE,NUMERIC,0=SMOOTH; 1=MILDLY IRREGULAR; 2=MARKEDLY IRREGULAR; 3=ULCERATED; 6=NO LESION; 8=CAN'T TELL,Exam1
280,maxmor1c,MAXIMUM MORPHOLOGY,NUMERIC,0=NO LESION; 1=HOMOGENEOUS; 2=HETEROGENEOUS,Exam1
281,maxden1c,MAXIMUM DENSITY,NUMERIC,0=NO LESION; 1=HOMOGENEOUS; 2=HETEROGENEOUS; 3=HYPERDENSE; 4=CALCIFIED,Exam1
282,tapeid1,VIDEOTAPE ON WHICH IMT IS RECORDED,NUMERIC,,Exam1
283,rdopp1,DOPPLER MEASUREMENT RIGHT SIDE (cm/s),NUMERIC,,Exam1
284,rcvwmn1,RIGHT COMMON CAROTID VESSEL WIDTH MEAN (mm),NUMERIC,,Exam1
285,rcvwsd1,RIGHT COMMON CAROTID VESSEL WIDTH STD DEV (mm),NUMERIC,,Exam1
286,rclumax1,RIGHT COMMON CAROTID LUMEN MAX (mm),NUMERIC,,Exam1
287,rclumn1,RIGHT COMMON CAROTID LUMEN MEAN (mm),NUMERIC,,Exam1
288,rclusd1,RIGHT COMMON CAROTID LUMEN STD DEV (mm),NUMERIC,,Exam1
289,rascale1,RIGHT ANTERIOR OBLIQUE IMAGE SCALE - ICA (PIXELS/cm),NUMERIC,,Exam1
290,raqs1,RIGHT ANTERIOR OBLIQUE IMAGE QUALITY SCORE,NUMERIC,,Exam1
291,ralines1,RIGHT ANTERIOR OBLIQUE NUMBER OF LINES DRAWN,NUMERIC,,Exam1
292,rafwmax1,RIGHT ANTERIOR OBLIQUE FAR WALL MAX (mm),NUMERIC,,Exam1
293,rafwmin1,RIGHT ANTERIOR OBLIQUE FAR WALL MIN (mm),NUMERIC,,Exam1
294,rafwmn1,RIGHT ANTERIOR OBLIQUE FAR WALL MEAN (mm),NUMERIC,,Exam1
295,rafwsd1,RIGHT ANTERIOR OBLIQUE FAR WALL STD DEV (mm),NUMERIC,,Exam1
296,ranwmax1,RIGHT ANTERIOR OBLIQUE NEAR WALL MAX (mm),NUMERIC,,Exam1
297,ranwmin1,RIGHT ANTERIOR OBLIQUE NEAR WALL MIN (mm),NUMERIC,,Exam1
298,ranwmn1,RIGHT ANTERIOR OBLIQUE NEAR WALL MEAN (mm),NUMERIC,,Exam1
299,ranwsd1,RIGHT ANTERIOR OBLIQUE NEAR WALL STD DEV (mm),NUMERIC,,Exam1
300,ravwmax1,RIGHT ANTERIOR OBLIQUE VESSEL WIDTH MAX (mm),NUMERIC,,Exam1
301,ravwmin1,RIGHT ANTERIOR OBLIQUE VESSEL WIDTH MIN (mm),NUMERIC,,Exam1
302,ravwmn1,RIGHT ANTERIOR OBLIQUE VESSEL WIDTH MEAN (mm),NUMERIC,,Exam1
303,ravwsd1,RIGHT ANTERIOR OBLIQUE VESSEL WIDTH STD DEV (mm),NUMERIC,,Exam1
304,ralumax1,RIGHT ANTERIOR OBLIQUE LUMEN MAX (mm),NUMERIC,,Exam1
305,ralumin1,RIGHT ANTERIOR OBLIQUE LUMEN MIN (mm),NUMERIC,,Exam1
306,ralumn1,RIGHT ANTERIOR OBLIQUE LUMEN MEAN (mm),NUMERIC,,Exam1
307,ralusd1,RIGHT ANTERIOR OBLIQUE LUMEN STD DEV (mm),NUMERIC,,Exam1
308,rlscale1,RIGHT LATERAL OBLIQUE IMAGE SCALE - ICA (PIXELS/cm),NUMERIC,,Exam1
309,rlqs1,RIGHT LATERAL OBLIQUE IMAGE QUALITY SCORE,NUMERIC,,Exam1
310,rllines1,RIGHT LATERAL OBLIQUE NUMBER OF LINES DRAWN,NUMERIC,,Exam1
311,rlfwmax1,RIGHT LATERAL OBLIQUE FAR WALL MAX (mm),NUMERIC,,Exam1
312,rlfwmin1,RIGHT LATERAL OBLIQUE FAR WALL MIN (mm),NUMERIC,,Exam1
313,rlfwmn1,RIGHT LATERAL OBLIQUE FAR WALL MEAN (mm),NUMERIC,,Exam1
314,rlfwsd1,RIGHT LATERAL OBLIQUE FAR WALL STD DEV (mm),NUMERIC,,Exam1
315,rlnwmax1,RIGHT LATERAL OBLIQUE NEAR WALL MAX (mm),NUMERIC,,Exam1
316,rlnwmin1,RIGHT LATERAL OBLIQUE NEAR WALL MIN (mm),NUMERIC,,Exam1
317,rlnwmn1,RIGHT LATERAL OBLIQUE NEAR WALL MEAN (mm),NUMERIC,,Exam1
318,rlnwsd1,RIGHT LATERAL OBLIQUE NEAR WALL STD DEV (mm),NUMERIC,,Exam1
319,rlvwmax1,RIGHT LATERAL OBLIQUE VESSEL WIDTH MAX (mm),NUMERIC,,Exam1
320,rlvwmin1,RIGHT LATERAL OBLIQUE VESSEL WIDTH MIN (mm),NUMERIC,,Exam1
321,rlvwmn1,RIGHT LATERAL OBLIQUE VESSEL WIDTH MEAN (mm),NUMERIC,,Exam1
322,rlvwsd1,RIGHT LATERAL OBLIQUE VESSEL WIDTH STD DEV (mm),NUMERIC,,Exam1
323,rllumax1,RIGHT LATERAL OBLIQUE LUMEN MAX (mm),NUMERIC,,Exam1
324,rllumin1,RIGHT LATERAL OBLIQUE LUMEN MIN (mm),NUMERIC,,Exam1
325,rllumn1,RIGHT LATERAL OBLIQUE LUMEN MEAN (mm),NUMERIC,,Exam1
326,rllusd1,RIGHT LATERAL OBLIQUE LUMEN STD DEV (mm),NUMERIC,,Exam1
327,rpscale1,RIGHT POSTERIOR OBLIQUE IMAGE SCALE - ICA (PIXELS/cm),NUMERIC,,Exam1
328,rpqs1,RIGHT POSTERIOR OBLIQUE IMAGE QUALITY SCORE,NUMERIC,,Exam1
329,rplines1,RIGHT POSTERIOR OBLIQUE NUMBER OF LINES DRAWN,NUMERIC,,Exam1
330,rpfwmax1,RIGHT POSTERIOR OBLIQUE FAR WALL MAX (mm),NUMERIC,,Exam1
331,rpfwmin1,RIGHT POSTERIOR OBLIQUE FAR WALL MIN (mm),NUMERIC,,Exam1
332,rpfwmn1,RIGHT POSTERIOR OBLIQUE FAR WALL MEAN (mm),NUMERIC,,Exam1
333,rpfwsd1,RIGHT POSTERIOR OBLIQUE FAR WALL STD DEV (mm),NUMERIC,,Exam1
334,rpnwmax1,RIGHT POSTERIOR OBLIQUE NEAR WALL MAX (mm),NUMERIC,,Exam1
335,rpnwmin1,RIGHT POSTERIOR OBLIQUE NEAR WALL MIN (mm),NUMERIC,,Exam1
336,rpnwmn1,RIGHT POSTERIOR OBLIQUE NEAR WALL MEAN (mm),NUMERIC,,Exam1
337,rpnwsd1,RIGHT POSTERIOR OBLIQUE NEAR WALL STD DEV (mm),NUMERIC,,Exam1
338,rpvwmax1,RIGHT POSTERIOR OBLIQUE VESSEL WIDTH MAX (mm),NUMERIC,,Exam1
339,rpvwmin1,RIGHT POSTERIOR OBLIQUE VESSEL WIDTH MIN (mm),NUMERIC,,Exam1
340,rpvwmn1,RIGHT POSTERIOR OBLIQUE VESSEL WIDTH MEAN (mm),NUMERIC,,Exam1
341,rpvwsd1,RIGHT POSTERIOR OBLIQUE VESSEL WIDTH STD DEV (mm),NUMERIC,,Exam1
342,rplumax1,RIGHT POSTERIOR OBLIQUE LUMEN MAX (mm),NUMERIC,,Exam1
343,rplumin1,RIGHT POSTERIOR OBLIQUE LUMEN MIN (mm),NUMERIC,,Exam1
344,rplumn1,RIGHT POSTERIOR OBLIQUE LUMEN MEAN (mm),NUMERIC,,Exam1
345,rplusd1,RIGHT POSTERIOR OBLIQUE LUMEN STD DEV (mm),NUMERIC,,Exam1
346,lcscale1,LEFT COMMON CAROTID IMAGE SCALE - CCA (PIXELS/cm),NUMERIC,,Exam1
347,lcqs1,LEFT COMMON CAROTID IMAGE QUALITY SCORE,NUMERIC,,Exam1
348,lclines1,LEFT COMMON CAROTID NUMBER OF LINES DRAWN,NUMERIC,,Exam1
349,lcfwmax1,LEFT COMMON CAROTID FAR WALL MAX (mm),NUMERIC,,Exam1
350,lcfwmin1,LEFT COMMON CAROTID FAR WALL MIN (mm),NUMERIC,,Exam1
351,lcfwmn1,LEFT COMMON CAROTID FAR WALL MEAN (mm),NUMERIC,,Exam1
352,lcfwsd1,LEFT COMMON CAROTID FAR WALL STD DEV (mm),NUMERIC,,Exam1
353,lcnwmax1,LEFT COMMON CAROTID NEAR WALL MAX (mm),NUMERIC,,Exam1
354,lcnwmin1,LEFT COMMON CAROTID NEAR WALL MIN (mm),NUMERIC,,Exam1
355,lcnwmn1,LEFT COMMON CAROTID NEAR WALL MEAN (mm),NUMERIC,,Exam1
356,lcnwsd1,LEFT COMMON CAROTID NEAR WALL STD DEV (mm),NUMERIC,,Exam1
357,lcvwmax1,LEFT COMMON CAROTID VESSEL WIDTH MAX (mm),NUMERIC,,Exam1
358,lcvwmin1,LEFT COMMON CAROTID VESSEL WIDTH MIN (mm),NUMERIC,,Exam1
359,lcvwmn1,LEFT COMMON CAROTID VESSEL WIDTH MEAN (mm),NUMERIC,,Exam1
360,lcvwsd1,LEFT COMMON CAROTID VESSEL WIDTH STD DEV (mm),NUMERIC,,Exam1
361,lclumax1,LEFT COMMON CAROTID LUMEN MAX (mm),NUMERIC,,Exam1
362,lclumin1,LEFT COMMON CAROTID LUMEN MIN (mm),NUMERIC,,Exam1
363,lclumn1,LEFT COMMON CAROTID LUMEN MEAN (mm),NUMERIC,,Exam1
364,lclusd1,LEFT COMMON CAROTID LUMEN STD DEV (mm),NUMERIC,,Exam1
365,lascale1,LEFT ANTERIOR OBLIQUE IMAGE SCALE - ICA (PIXELS/cm),NUMERIC,,Exam1
366,laqs1,LEFT ANTERIOR OBLIQUE IMAGE QUALITY SCORE,NUMERIC,,Exam1
367,lalines1,LEFT ANTERIOR OBLIQUE NUMBER OF LINES DRAWN,NUMERIC,,Exam1
368,lafwmax1,LEFT ANTERIOR OBLIQUE FAR WALL MAX (mm),NUMERIC,,Exam1
369,lafwmin1,LEFT ANTERIOR OBLIQUE FAR WALL MIN (mm),NUMERIC,,Exam1
370,lafwmn1,LEFT ANTERIOR OBLIQUE FAR WALL MEAN (mm),NUMERIC,,Exam1
371,lafwsd1,LEFT ANTERIOR OBLIQUE FAR WALL STD DEV (mm),NUMERIC,,Exam1
372,lanwmax1,LEFT ANTERIOR OBLIQUE NEAR WALL MAX (mm),NUMERIC,,Exam1
373,lanwmin1,LEFT ANTERIOR OBLIQUE NEAR WALL MIN (mm),NUMERIC,,Exam1
374,lanwmn1,LEFT ANTERIOR OBLIQUE NEAR WALL MEAN (mm),NUMERIC,,Exam1
375,lanwsd1,LEFT ANTERIOR OBLIQUE NEAR WALL STD DEV (mm),NUMERIC,,Exam1
376,lavwmax1,LEFT ANTERIOR OBLIQUE VESSEL WIDTH MAX (mm),NUMERIC,,Exam1
377,lavwmin1,LEFT ANTERIOR OBLIQUE VESSEL WIDTH MIN (mm),NUMERIC,,Exam1
378,lavwmn1,LEFT ANTERIOR OBLIQUE VESSEL WIDTH MEAN (mm),NUMERIC,,Exam1
379,lavwsd1,LEFT ANTERIOR OBLIQUE VESSEL WIDTH STD DEV (mm),NUMERIC,,Exam1
380,lalumax1,LEFT ANTERIOR OBLIQUE LUMEN MAX (mm),NUMERIC,,Exam1
381,lalumin1,LEFT ANTERIOR OBLIQUE LUMEN MIN (mm),NUMERIC,,Exam1
382,lalumn1,LEFT ANTERIOR OBLIQUE LUMEN MEAN (mm),NUMERIC,,Exam1
383,lalusd1,LEFT ANTERIOR OBLIQUE LUMEN STD DEV (mm),NUMERIC,,Exam1
384,llscale1,LEFT LATERAL OBLIQUE IMAGE SCALE - ICA (PIXELS/cm),NUMERIC,,Exam1
385,llqs1,LEFT LATERAL OBLIQUE IMAGE QUALITY SCORE,NUMERIC,,Exam1
386,lllines1,LEFT LATERAL OBLIQUE NUMBER OF LINES DRAWN,NUMERIC,,Exam1
387,llfwmax1,LEFT LATERAL OBLIQUE FAR WALL MAX (mm),NUMERIC,,Exam1
388,llfwmin1,LEFT LATERAL OBLIQUE FAR WALL MIN (mm),NUMERIC,,Exam1
389,llfwmn1,LEFT LATERAL OBLIQUE FAR WALL MEAN (mm),NUMERIC,,Exam1
390,llfwsd1,LEFT LATERAL OBLIQUE FAR WALL STD DEV (mm),NUMERIC,,Exam1
391,llnwmax1,LEFT LATERAL OBLIQUE NEAR WALL MAX (mm),NUMERIC,,Exam1
392,llnwmin1,LEFT LATERAL OBLIQUE NEAR WALL MIN (mm),NUMERIC,,Exam1
393,llnwmn1,LEFT LATERAL OBLIQUE NEAR WALL MEAN (mm),NUMERIC,,Exam1
394,llnwsd1,LEFT LATERAL OBLIQUE NEAR WALL STD DEV (mm),NUMERIC,,Exam1
395,llvwmax1,LEFT LATERAL OBLIQUE VESSEL WIDTH MAX (mm),NUMERIC,,Exam1
396,llvwmin1,LEFT LATERAL OBLIQUE VESSEL WIDTH MIN (mm),NUMERIC,,Exam1
397,llvwmn1,LEFT LATERAL OBLIQUE VESSEL WIDTH MEAN (mm),NUMERIC,,Exam1
398,llvwsd1,LEFT LATERAL OBLIQUE VESSEL WIDTH STD DEV (mm),NUMERIC,,Exam1
399,lllumax1,LEFT LATERAL OBLIQUE LUMEN MAX (mm),NUMERIC,,Exam1
400,lllumin1,LEFT LATERAL OBLIQUE LUMEN MIN (mm),NUMERIC,,Exam1
401,lllumn1,LEFT LATERAL OBLIQUE LUMEN MEAN (mm),NUMERIC,,Exam1
402,lllusd1,LEFT LATERAL OBLIQUE LUMEN STD DEV (mm),NUMERIC,,Exam1
403,lpscale1,LEFT POSTERIOR OBLIQUE IMAGE SCALE - ICA (PIXELS/cm),NUMERIC,,Exam1
404,lpqs1,LEFT POSTERIOR OBLIQUE IMAGE QUALITY SCORE,NUMERIC,,Exam1
405,lplines1,LEFT POSTERIOR OBLIQUE NUMBER OF LINES DRAWN,NUMERIC,,Exam1
406,lpfwmax1,LEFT POSTERIOR OBLIQUE FAR WALL MAX (mm),NUMERIC,,Exam1
407,lpfwmin1,LEFT POSTERIOR OBLIQUE FAR WALL MIN (mm),NUMERIC,,Exam1
408,lpfwmn1,LEFT POSTERIOR OBLIQUE FAR WALL MEAN (mm),NUMERIC,,Exam1
409,lpfwsd1,LEFT POSTERIOR OBLIQUE FAR WALL STD DEV (mm),NUMERIC,,Exam1
410,lpnwmax1,LEFT POSTERIOR OBLIQUE NEAR WALL MAX (mm),NUMERIC,,Exam1
411,lpnwmin1,LEFT POSTERIOR OBLIQUE NEAR WALL MIN (mm),NUMERIC,,Exam1
412,lpnwmn1,LEFT POSTERIOR OBLIQUE NEAR WALL MEAN (mm),NUMERIC,,Exam1
413,lpnwsd1,LEFT POSTERIOR OBLIQUE NEAR WALL STD DEV (mm),NUMERIC,,Exam1
414,lpvwmax1,LEFT POSTERIOR OBLIQUE VESSEL WIDTH MAX (mm),NUMERIC,,Exam1
415,lpvwmin1,LEFT POSTERIOR OBLIQUE VESSEL WIDTH MIN (mm),NUMERIC,,Exam1
416,lpvwmn1,LEFT POSTERIOR OBLIQUE VESSEL WIDTH MEAN (mm),NUMERIC,,Exam1
417,lpvwsd1,LEFT POSTERIOR OBLIQUE VESSEL WIDTH STD DEV (mm),NUMERIC,,Exam1
418,lplumax1,LEFT POSTERIOR OBLIQUE LUMEN MAX (mm),NUMERIC,,Exam1
419,lplumin1,LEFT POSTERIOR OBLIQUE LUMEN MIN (mm),NUMERIC,,Exam1
420,lplumn1,LEFT POSTERIOR OBLIQUE LUMEN MEAN (mm),NUMERIC,,Exam1
421,lplusd1,LEFT POSTERIOR OBLIQUE LUMEN STD DEV (mm),NUMERIC,,Exam1
422,rclumin1,RIGHT COMMON CAROTID LUMEN MIN (mm),NUMERIC,,Exam1
423,ldopp1,DOPPLER MEASUREMENT LEFT SIDE (cm/s),NUMERIC,,Exam1
424,alert1,ALERT: DOPPLER > 250 (cm/s),NUMERIC,0=ALERT; 1=NO ALERT,Exam1
425,rcscale1,RIGHT COMMON CAROTID IMAGE SCALE - CCA (PIXELS/cm),NUMERIC,,Exam1
426,rcqs1,RIGHT COMMON CAROTID IMAGE QUALITY SCORE,NUMERIC,,Exam1
427,rclines1,RIGHT COMMON CAROTID NUMBER OF LINES DRAWN,NUMERIC,,Exam1
428,rcfwmax1,RIGHT COMMON CAROTID FAR WALL MAX (mm),NUMERIC,,Exam1
429,rcfwmin1,RIGHT COMMON CAROTID FAR WALL MIN (mm),NUMERIC,,Exam1
430,rcfwmn1,RIGHT COMMON CAROTID FAR WALL MEAN (mm),NUMERIC,,Exam1
431,rcnwmax1,RIGHT COMMON CAROTID NEAR WALL MAX (mm),NUMERIC,,Exam1
432,rcnwmin1,RIGHT COMMON CAROTID NEAR WALL MIN (mm),NUMERIC,,Exam1
433,rcnwmn1,RIGHT COMMON CAROTID NEAR WALL MEAN (mm),NUMERIC,,Exam1
434,rcnwsd1,RIGHT COMMON CAROTID NEAR WALL STD DEV (mm),NUMERIC,,Exam1
435,rcvwmax1,RIGHT COMMON CAROTID VESSEL WIDTH MAX (mm),NUMERIC,,Exam1
436,rcvwmin1,RIGHT COMMON CAROTID VESSEL WIDTH MIN (mm),NUMERIC,,Exam1
437,rcfwsd1,RIGHT COMMON CAROTID FAR WALL STD DEV (mm),NUMERIC,,Exam1
438,ccafwm1,MEAN OF MEAN FAR WALL IMT FOR COMMON CAROTID ARTERY,NUMERIC,,Exam1
439,icafwm1,MEAN OF MEAN FAR WALL IMT FOR INTERNAL CAROTID ARTERY,NUMERIC,,Exam1
440,trig1,TRIGLYCERIDES (mg/dl),NUMERIC,,Exam1
441,glucos1c,EXAM 1 FASTING GLUCOSE- CALIBRATED,NUMERIC,,Exam1
442,glucos1u,EXAM 1 FASTING GLUCOSE- ORIGINAL,NUMERIC,,Exam1
443,ldl1,LDL CHOLESTEROL (mg/dl),NUMERIC,,Exam1
